timestamp,key,duration
2024-11-30 16:41:07.145110,x,0.0787371399541153
2024-11-30 16:41:07.645110,y,0.0937013322473719
2024-11-30 16:41:08.145110,g,0.1639704866598912
2024-11-30 16:41:08.645110,y,0.1354165098177735
2024-11-30 16:41:09.145110,o,0.1928992055345902
2024-11-30 16:41:09.645110,m,0.1495473945929156
2024-11-30 16:41:10.145110,v,0.187287617114579
2024-11-30 16:41:10.645110,t,0.197338033246009
2024-11-30 16:41:11.145110,j,0.1762879129484106
2024-11-30 16:41:11.645110,z,0.1571219371350998
2024-11-30 16:41:12.145110,q,0.1058779252810911
2024-11-30 16:41:12.645110,e,0.1606479085435913
2024-11-30 16:41:13.145110,j,0.0724432649637698
2024-11-30 16:41:13.645110,p,0.1240226690357161
2024-11-30 16:41:14.145110,i,0.1163701342681764
2024-11-30 16:41:14.645110,b,0.1942451787980387
2024-11-30 16:41:15.145110,u,0.1938420698700289
2024-11-30 16:41:15.645110,d,0.1454788658966813
2024-11-30 16:41:16.145110,w,0.0781859726733222
2024-11-30 16:41:16.645110,g,0.198684184570675
2024-11-30 16:41:17.145110,o,0.1519513380675706
2024-11-30 16:41:17.645110,d,0.0681394947334419
2024-11-30 16:41:18.145110,s,0.1860849833865231
2024-11-30 16:41:18.645110,y,0.1519114368747324
2024-11-30 16:41:19.145110,n,0.1835090429394394
2024-11-30 16:41:19.645110,b,0.0820001055576923
2024-11-30 16:41:20.145110,z,0.1276305791275772
2024-11-30 16:41:20.645110,k,0.0636416160664402
2024-11-30 16:41:21.145110,b,0.156121007443265
2024-11-30 16:41:21.645110,x,0.1394502892956155
2024-11-30 16:41:22.145110,m,0.0719313816744544
2024-11-30 16:41:22.645110,z,0.1791881606593423
2024-11-30 16:41:23.145110,u,0.1838210802174656
2024-11-30 16:41:23.645110,p,0.1308595004479104
2024-11-30 16:41:24.145110,r,0.1552098329130405
2024-11-30 16:41:24.645110,f,0.1007023828497993
2024-11-30 16:41:25.145110,f,0.1880054358321017
2024-11-30 16:41:25.645110,o,0.0710791248379199
2024-11-30 16:41:26.145110,g,0.1250230085622999
2024-11-30 16:41:26.645110,k,0.1661914615295467
2024-11-30 16:41:27.145110,c,0.1866397270384899
2024-11-30 16:41:27.645110,n,0.0504405268244918
